"ensembl_gene_id" "external_gene_name" "description"
"47" "ENSDARG00000036685" "ccnt2a" "cyclin T2a [Source:ZFIN;Acc:ZDB-GENE-030131-5779]"
"48" "ENSDARG00000036888" "zgc:153935" "zgc:153935 [Source:ZFIN;Acc:ZDB-GENE-061103-148]"
"49" "ENSDARG00000036967" "smox" "spermine oxidase [Source:ZFIN;Acc:ZDB-GENE-031201-3]"
"50" "ENSDARG00000037059" "slc44a2" "solute carrier family 44 (choline transporter), member 2 [Source:ZFIN;Acc:ZDB-GENE-030131-3065]"
"51" "ENSDARG00000037708" "exosc10" "exosome component 10 [Source:ZFIN;Acc:ZDB-GENE-040426-781]"
"52" "ENSDARG00000038000" "crls1" "cardiolipin synthase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2519]"
"53" "ENSDARG00000038467" "igsf8" "immunoglobulin superfamily, member 8 [Source:ZFIN;Acc:ZDB-GENE-040426-2444]"
"54" "ENSDARG00000038780" "ubtfl" "upstream binding transcription factor, like [Source:ZFIN;Acc:ZDB-GENE-040426-1159]"
"55" "ENSDARG00000038785" "abcf2a" "ATP-binding cassette, sub-family F (GCN20), member 2a [Source:ZFIN;Acc:ZDB-GENE-030131-8714]"
"56" "ENSDARG00000039943" "tent5ba" "terminal nucleotidyltransferase 5ba [Source:ZFIN;Acc:ZDB-GENE-061110-129]"
"57" "ENSDARG00000040100" "si:dkey-95h12.1" "si:dkey-95h12.1 [Source:ZFIN;Acc:ZDB-GENE-060503-85]"
"58" "ENSDARG00000040623" "fosl2" "fos-like antigen 2 [Source:ZFIN;Acc:ZDB-GENE-070209-164]"
"59" "ENSDARG00000040712" "adprh" "ADP-ribosylarginine hydrolase [Source:ZFIN;Acc:ZDB-GENE-040801-190]"
"60" "ENSDARG00000040990" "usp37" "ubiquitin specific peptidase 37 [Source:ZFIN;Acc:ZDB-GENE-061013-802]"
"61" "ENSDARG00000040991" "cttnbp2" "cortactin binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-8134]"
"62" "ENSDARG00000041060" "lgals9l3" "lectin, galactoside-binding, soluble, 9 (galectin 9)-like 3 [Source:ZFIN;Acc:ZDB-GENE-040718-159]"
"63" "ENSDARG00000041078" "chka" "choline kinase alpha [Source:ZFIN;Acc:ZDB-GENE-050208-149]"
"64" "ENSDARG00000041217" "xpo6" "exportin 6 [Source:ZFIN;Acc:ZDB-GENE-030131-5912]"
"65" "ENSDARG00000042187" "smek1" "SMEK homolog 1, suppressor of mek1 (Dictyostelium) [Source:ZFIN;Acc:ZDB-GENE-030131-3958]"
"66" "ENSDARG00000042534" "rsrc2" "arginine/serine-rich coiled-coil 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2457]"
"67" "ENSDARG00000042637" "tert" "telomerase reverse transcriptase [Source:ZFIN;Acc:ZDB-GENE-080405-1]"
"68" "ENSDARG00000042807" "slc16a4" "solute carrier family 16, member 4 [Source:ZFIN;Acc:ZDB-GENE-070112-602]"
"69" "ENSDARG00000043004" "si:dkeyp-117h8.4" "si:dkeyp-117h8.4 [Source:ZFIN;Acc:ZDB-GENE-030804-4]"
"70" "ENSDARG00000043465" "atp6v1b2" "ATPase H+ transporting V1 subunit B2 [Source:ZFIN;Acc:ZDB-GENE-030711-4]"
"71" "ENSDARG00000044016" "myo6a" "myosin VIa [Source:ZFIN;Acc:ZDB-GENE-040819-2]"
"72" "ENSDARG00000044169" "prelid1b" "PRELI domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-050522-169]"
"73" "ENSDARG00000044575" "vars" "valyl-tRNA synthetase [Source:ZFIN;Acc:ZDB-GENE-010601-1]"
"74" "ENSDARG00000045132" "vdac1" "voltage-dependent anion channel 1 [Source:ZFIN;Acc:ZDB-GENE-030131-6514]"
"75" "ENSDARG00000045465" "lancl2" "LanC lantibiotic synthetase component C-like 2 (bacterial) [Source:ZFIN;Acc:ZDB-GENE-070209-191]"
"76" "ENSDARG00000052155" "lrrc8ab" "leucine rich repeat containing 8 VRAC subunit Ab [Source:ZFIN;Acc:ZDB-GENE-060531-43]"
"77" "ENSDARG00000052894" "znf532" "zinc finger protein 532 [Source:ZFIN;Acc:ZDB-GENE-060531-40]"
"78" "ENSDARG00000052942" "aspg" "asparaginase homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-070820-14]"
"79" "ENSDARG00000053129" "carhsp1" "calcium regulated heat stable protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1479]"
"80" "ENSDARG00000053753" "mff" "mitochondrial fission factor [Source:ZFIN;Acc:ZDB-GENE-040426-1510]"
"81" "ENSDARG00000055543" "appb" "amyloid beta (A4) precursor protein b [Source:ZFIN;Acc:ZDB-GENE-020220-1]"
"82" "ENSDARG00000056059" "rangap1b" "Ran GTPase activating protein 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1921]"
"83" "ENSDARG00000056640" "rpia" "ribose 5-phosphate isomerase A (ribose 5-phosphate epimerase) [Source:ZFIN;Acc:ZDB-GENE-041114-24]"
"84" "ENSDARG00000056713" "pskh1" "protein serine kinase H1 [Source:ZFIN;Acc:ZDB-GENE-050119-1]"
"85" "ENSDARG00000056873" "and3" "actinodin3 [Source:ZFIN;Acc:ZDB-GENE-040724-185]"
"86" "ENSDARG00000058871" "si:ch73-142c19.1" "si:ch73-142c19.1 [Source:ZFIN;Acc:ZDB-GENE-090311-15]"
"87" "ENSDARG00000059770" "cpt1aa" "carnitine palmitoyltransferase 1Aa (liver) [Source:ZFIN;Acc:ZDB-GENE-060503-925]"
"88" "ENSDARG00000060922" "ess2" "ess-2 splicing factor homolog [Source:ZFIN;Acc:ZDB-GENE-030131-2843]"
"89" "ENSDARG00000061226" "timp2a" "TIMP metallopeptidase inhibitor 2a [Source:ZFIN;Acc:ZDB-GENE-030612-1]"
"90" "ENSDARG00000061370" "tsen34" "TSEN34 tRNA splicing endonuclease subunit [Source:ZFIN;Acc:ZDB-GENE-050419-115]"
"91" "ENSDARG00000061409" "bivm" "basic, immunoglobulin-like variable motif containing [Source:ZFIN;Acc:ZDB-GENE-010822-3]"
"92" "ENSDARG00000062585" "brat1" "BRCA1-associated ATM activator 1 [Source:ZFIN;Acc:ZDB-GENE-060421-6989]"
"93" "ENSDARG00000062821" "slc6a15" "solute carrier family 6 (neutral amino acid transporter), member 15 [Source:ZFIN;Acc:ZDB-GENE-050420-93]"
"94" "ENSDARG00000062865" "mras" "muscle RAS oncogene homolog [Source:ZFIN;Acc:ZDB-GENE-050208-495]"
"95" "ENSDARG00000063019" "panx2" "pannexin 2 [Source:ZFIN;Acc:ZDB-GENE-050419-55]"
"96" "ENSDARG00000063218" "ppm1la" "protein phosphatase, Mg2+/Mn2+ dependent, 1La [Source:ZFIN;Acc:ZDB-GENE-061103-118]"
"97" "ENSDARG00000063229" "xpo1b" "exportin 1 (CRM1 homolog, yeast) b [Source:ZFIN;Acc:ZDB-GENE-070530-6]"
"98" "ENSDARG00000063553" "rlf" "rearranged L-myc fusion [Source:ZFIN;Acc:ZDB-GENE-050208-257]"
"99" "ENSDARG00000063921" "mt-nd5" "NADH dehydrogenase 5, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-011205-12]"
"100" "ENSDARG00000067950" "zcchc2" "zinc finger, CCHC domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-070912-269]"
"101" "ENSDARG00000069192" "zgc:163030" "zgc:163030 [Source:ZFIN;Acc:ZDB-GENE-060810-77]"
"102" "ENSDARG00000070412" "mtmr7b" "myotubularin related protein 7b [Source:ZFIN;Acc:ZDB-GENE-050913-66]"
"103" "ENSDARG00000071235" "si:ch211-117c9.5" "si:ch211-117c9.5 [Source:ZFIN;Acc:ZDB-GENE-110408-2]"
"104" "ENSDARG00000073761" "myo19" "myosin XIX [Source:ZFIN;Acc:ZDB-GENE-140106-116]"
"105" "ENSDARG00000074303" "phf12a" "PHD finger protein 12a [Source:ZFIN;Acc:ZDB-GENE-030131-3876]"
"106" "ENSDARG00000074533" "slc25a38b" "solute carrier family 25, member 38b [Source:ZFIN;Acc:ZDB-GENE-110214-1]"
"107" "ENSDARG00000074765" "mhc1zja" "major histocompatibility complex class I ZJA [Source:ZFIN;Acc:ZDB-GENE-130206-11]"
"108" "ENSDARG00000074955" "nup98" "nucleoporin 98 [Source:ZFIN;Acc:ZDB-GENE-040426-1180]"
"109" "ENSDARG00000075536" "cpne1" "copine I [Source:ZFIN;Acc:ZDB-GENE-030131-3562]"
"110" "ENSDARG00000076373" "vopp1" "VOPP1, WBP1/VOPP1 family member [Source:ZFIN;Acc:ZDB-GENE-091204-64]"
"111" "ENSDARG00000076807" "zgc:174268" "zgc:174268 [Source:ZFIN;Acc:ZDB-GENE-080219-18]"
"112" "ENSDARG00000076920" "ZNF335" "si:ch211-269m15.3 [Source:ZFIN;Acc:ZDB-GENE-141211-7]"
"113" "ENSDARG00000077143" "znf526" "zinc finger protein 526 [Source:ZFIN;Acc:ZDB-GENE-100922-260]"
"114" "ENSDARG00000077749" "usp54b" "ubiquitin specific peptidase 54b [Source:ZFIN;Acc:ZDB-GENE-090828-3]"
"115" "ENSDARG00000078041" "xpo1a" "exportin 1 (CRM1 homolog, yeast) a [Source:ZFIN;Acc:ZDB-GENE-050309-201]"
"116" "ENSDARG00000078050" "phf19" "PHD finger protein 19 [Source:ZFIN;Acc:ZDB-GENE-081105-128]"
"117" "ENSDARG00000078604" "tbc1d10b" "TBC1 domain family, member 10b [Source:ZFIN;Acc:ZDB-GENE-030131-7754]"
"118" "ENSDARG00000079244" "pigw" "phosphatidylinositol glycan anchor biosynthesis, class W [Source:ZFIN;Acc:ZDB-GENE-080204-94]"
"119" "ENSDARG00000079369" "si:ch211-212g7.6" "si:ch211-212g7.6 [Source:ZFIN;Acc:ZDB-GENE-030131-4695]"
"120" "ENSDARG00000079382" "hdx" "highly divergent homeobox [Source:ZFIN;Acc:ZDB-GENE-140106-165]"
"121" "ENSDARG00000079486" "fam20a" "FAM20A, golgi associated secretory pathway pseudokinase [Source:ZFIN;Acc:ZDB-GENE-081022-117]"
"122" "ENSDARG00000079684" "taf6l" "TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor [Source:ZFIN;Acc:ZDB-GENE-030131-6789]"
"123" "ENSDARG00000079860" "ppp1r16b" "protein phosphatase 1, regulatory subunit 16B [Source:ZFIN;Acc:ZDB-GENE-131127-294]"
"124" "ENSDARG00000086786" "mfsd10" "major facilitator superfamily domain containing 10 [Source:ZFIN;Acc:ZDB-GENE-050417-154]"
"125" "ENSDARG00000087205" "akt3b" "v-akt murine thymoma viral oncogene homolog 3b [Source:ZFIN;Acc:ZDB-GENE-110309-3]"
"126" "ENSDARG00000087697" "lpl" "lipoprotein lipase [Source:ZFIN;Acc:ZDB-GENE-990415-139]"
"127" "ENSDARG00000089262" "pbx3a" "pre-B-cell leukemia homeobox 3a [Source:ZFIN;Acc:ZDB-GENE-031218-1]"
"128" "ENSDARG00000090062" "rac3a" "Rac family small GTPase 3a [Source:ZFIN;Acc:ZDB-GENE-040718-256]"
"129" "ENSDARG00000090301" "usp48" "ubiquitin specific peptidase 48 [Source:ZFIN;Acc:ZDB-GENE-050522-197]"
"130" "ENSDARG00000093019" "si:dkey-83k24.5" "si:dkey-83k24.5 [Source:ZFIN;Acc:ZDB-GENE-081104-440]"
"131" "ENSDARG00000095332" "si:dkey-14d8.1" "si:dkey-14d8.1 [Source:ZFIN;Acc:ZDB-GENE-041210-86]"
"132" "ENSDARG00000096358" "BX957344.1" ""
"133" "ENSDARG00000096382" "neu3.1" "sialidase 3 (membrane sialidase), tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-061201-39]"
"134" "ENSDARG00000097504" "CR626907.3" "alpha-2-macroglobulin-like [Source:NCBI gene;Acc:100006868]"
"135" "ENSDARG00000098540" "zc3h7ba" "zinc finger CCCH-type containing 7Ba [Source:ZFIN;Acc:ZDB-GENE-030131-4512]"
"136" "ENSDARG00000098608" "AL840638.1" ""
"137" "ENSDARG00000098733" "pxdn" "peroxidasin [Source:ZFIN;Acc:ZDB-GENE-140415-2]"
"138" "ENSDARG00000098834" "sox4b" "SRY (sex determining region Y)-box 4b [Source:ZFIN;Acc:ZDB-GENE-040426-1274]"
"139" "ENSDARG00000099284" "si:dkey-228b2.6" "si:dkey-228b2.6 [Source:ZFIN;Acc:ZDB-GENE-141216-225]"
"140" "ENSDARG00000099630" "BX510915.1" ""
"141" "ENSDARG00000099705" "foxred1" "FAD-dependent oxidoreductase domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-080204-64]"
"142" "ENSDARG00000099900" "twnk" "twinkle mtDNA helicase [Source:ZFIN;Acc:ZDB-GENE-030131-5569]"
"143" "ENSDARG00000100422" "ptpro" "protein tyrosine phosphatase, receptor type, O [Source:ZFIN;Acc:ZDB-GENE-070424-54]"
"144" "ENSDARG00000101135" "si:dkey-85k7.7" "si:dkey-85k7.7 [Source:ZFIN;Acc:ZDB-GENE-040128-7]"
"145" "ENSDARG00000102123" "phtf2" "putative homeodomain transcription factor 2 [Source:ZFIN;Acc:ZDB-GENE-040711-4]"
"146" "ENSDARG00000102294" "fbxo11a" "F-box protein 11a [Source:ZFIN;Acc:ZDB-GENE-061103-70]"
"147" "ENSDARG00000102581" "si:dkeyp-44b5.5" "si:dkeyp-44b5.5 [Source:ZFIN;Acc:ZDB-GENE-120703-49]"
"148" "ENSDARG00000102906" "hibadha" "3-hydroxyisobutyrate dehydrogenase a [Source:ZFIN;Acc:ZDB-GENE-040801-264]"
"149" "ENSDARG00000102972" "CABZ01075125.1" ""
"150" "ENSDARG00000103618" "btr18" "bloodthirsty-related gene family, member 18 [Source:ZFIN;Acc:ZDB-GENE-080213-2]"
"151" "ENSDARG00000103840" "lrrc8db" "leucine rich repeat containing 8 VRAC subunit Db [Source:ZFIN;Acc:ZDB-GENE-061013-487]"
"152" "ENSDARG00000104687" "slc16a9b" "solute carrier family 16, member 9b [Source:ZFIN;Acc:ZDB-GENE-040801-69]"
"153" "ENSDARG00000104825" "trim35-7" "tripartite motif containing 35-7 [Source:ZFIN;Acc:ZDB-GENE-050522-333]"
"154" "ENSDARG00000105285" "FAT4" "FAT atypical cadherin 4 [Source:NCBI gene;Acc:101882648]"
"155" "ENSDARG00000105727" "CABZ01069022.2" ""
